//-------------------------------------- experiment: 0 , 4000
97584,6336,location,3,0,0
104763,9432,location,3,2,1
116209,9388,location,1,1,1
136324,5779,location,0,1,1
//-------------------------------------- experiment: 1 , 6000
157457,8013,location,3,0,0
166074,7659,location,3,2,1
174948,8343,location,1,1,1
186096,5297,location,0,1,1
194927,8105,location,0,1,1
198590,4697,location,1,1,1
204104,6799,location,2,2,0
//-------------------------------------- experiment: 2 , 2000
223144,3594,location,3,2,1
228128,229,location,3,0,0
228509,3219,location,3,0,0
235384,109,location,3,1,0
235883,3781,location,3,1,0
243416,6829,location,1,1,0
255154,4552,location,0,1,1
260231,3438,location,0,2,0
265428,1194,location,0,1,0
263669,6090,location,0,1,1
270344,4905,location,1,1,1
275355,4839,location,2,2,0
