//-------------------------------------- experiment: 0 , 4000
50719,8127,location,1,1,1
60434,319,location,2,1,0
61400,820,location,1,0,0
63073,382,location,1,0,0
65929,792,location,0,2,0
68258,1380,location,1,0,0
78209,726,location,2,1,0
71921,15605,location,1,1,1
88823,4541,location,0,1,1
100786,2941,location,3,2,1
104283,370,location,3,2,0
//-------------------------------------- experiment: 1 , 2000
119608,4264,location,1,1,1
127330,2109,location,1,1,1
130030,6160,location,1,1,1
141749,201,location,2,1,0
138294,3952,location,1,1,1
143415,3593,location,1,1,1
151218,2969,location,0,1,1
156932,776,location,0,1,1
158041,1773,location,0,1,1
164759,2197,location,3,0,0
164666,2290,location,3,2,1
167339,3114,location,3,0,0
167206,5109,location,3,2,1
171868,3020,location,3,0,0
//-------------------------------------- experiment: 2 , 6000
186150,2395,location,2,2,0
188692,1703,location,2,2,0
190979,644,location,2,2,0
191894,4033,location,2,2,0
196732,999,location,2,2,0
198265,2033,location,2,2,0
201085,7593,location,2,2,0
200849,7955,location,1,1,1
209880,2503,location,2,2,0
213049,585,location,2,2,0
209788,12324,location,1,1,1
232397,3271,location,1,0,0
224009,12399,location,0,1,1
