//-------------------------------------- experiment: 0 , 6000
243776,3586,location,3,0,0
248521,10742,location,3,0,0
260329,6840,location,3,0,0
270489,7583,location,3,2,1
280501,2469,location,3,0,0
283756,1986,location,3,0,0
286702,9291,location,3,0,0
//-------------------------------------- experiment: 1 , 2000
308149,8223,location,3,2,1
316891,2523,location,3,2,1
324533,5323,location,3,2,1
334241,1101,location,3,0,0
337336,2501,location,3,0,0
346054,3140,location,3,0,0
351757,441,location,3,0,0
353166,726,location,3,0,0
355187,3683,location,3,0,1
359351,2129,location,3,0,0
361692,324,location,3,0,1
362523,2279,location,3,0,1
//-------------------------------------- experiment: 2 , 4000
375668,113,location,2,1,0
375613,1864,location,3,0,0
380559,5614,location,3,0,0
388088,3061,location,3,2,1
392303,4851,location,3,2,1
397381,1097,location,3,2,1
399781,1829,location,3,2,1
402198,694,location,3,2,1
407793,2302,location,3,0,1
410862,163,location,3,0,0
411273,335,location,3,0,0
411994,1325,location,3,0,0
413661,632,location,3,0,0
414824,6553,location,3,0,0
