//-------------------------------------- experiment: 0 , 6000
92273,4642,location,1,1,1
98013,3845,location,1,1,1
102529,933,location,1,1,1
106881,6970,location,1,1,1
123015,5858,location,0,1,1
133533,591,location,1,0,0
134555,572,location,1,1,1
130729,7038,location,0,1,1
//-------------------------------------- experiment: 1 , 4000
148082,1783,location,1,1,1
150665,5123,location,1,1,1
159705,4841,location,0,1,1
158562,6106,location,1,0,0
165800,2321,location,1,1,1
169006,2246,location,1,1,1
172471,5258,location,1,1,1
181670,2649,location,0,1,1
186753,410,location,0,1,1
187455,1810,location,0,1,1
194368,2599,location,1,0,0
//-------------------------------------- experiment: 2 , 2000
209012,91,location,2,1,0
215071,2770,location,1,0,0
218908,2873,location,1,1,1
223288,2714,location,0,1,1
230811,2607,location,1,0,0
235762,2918,location,1,1,1
242880,2769,location,3,0,0
246688,2994,location,3,2,1
254128,2855,location,1,1,1
257876,2268,location,1,0,0
262556,2439,location,0,1,1
