//-------------------------------------- experiment: 0 , 2000
76402,3338,location,3,0,0
82629,2131,location,3,2,1
86923,4729,location,3,2,1
93494,1863,location,3,0,0
95592,1101,location,1,1,1
96373,625,location,2,2,0
99092,4569,location,0,1,1
107137,1924,location,1,1,1
108917,302,location,2,1,0
120658,3323,location,1,0,0
124889,3092,location,1,1,1
//-------------------------------------- experiment: 1 , 4000
138365,1533,location,1,1,1
141453,1230,location,2,2,0
146039,2379,location,1,2,1
145410,3745,location,1,1,1
157968,1013,location,0,1,1
166932,4293,location,2,2,0
164179,7194,location,1,1,1
171654,1311,location,2,2,0
176890,2997,location,3,2,1
180174,1847,location,3,0,0
177242,4934,location,3,1,0
186305,2854,location,3,0,0
186139,3875,location,3,1,0
182488,8281,location,3,2,1
//-------------------------------------- experiment: 2 , 6000
9027,7137,location,3,0,0
18029,7787,location,1,1,1
27082,649,location,1,0,0
29295,1604,location,2,2,0
32682,7552,location,2,2,0
31108,9469,location,1,1,1
43253,7110,location,2,1,0
52564,8023,location,3,0,0
54207,7981,location,3,2,1
