//-------------------------------------- experiment: 0 , 2000
412954,3764,location,0,1,1
432100,3041,location,1,0,0
440057,4205,location,1,1,1
446862,1762,location,1,1,1
450627,2867,location,1,1,1
//-------------------------------------- experiment: 1 , 6000
471249,3211,location,0,1,1
476459,275,location,2,1,0
479801,9207,location,1,1,1
489183,206,location,1,1,1
489763,757,location,1,1,1
493715,6605,location,0,1,1
510930,6934,location,2,2,0
//-------------------------------------- experiment: 2 , 4000
536371,5675,location,0,1,1
545334,4674,location,0,1,1
553891,6550,location,1,1,1
563870,4635,location,3,0,0
579219,5231,location,0,1,1
587596,4981,location,1,1,1
