//-------------------------------------- experiment: 0 , 6000
78259,7031,location,1,0,0
91737,7319,location,1,0,0
100984,5618,location,1,1,1
107984,7130,location,2,2,0
117769,11473,location,3,0,0
//-------------------------------------- experiment: 1 , 4000
147332,296,location,2,1,0
147915,924,location,1,1,1
149925,8028,location,1,1,1
158394,9760,location,1,1,1
171013,7202,location,3,0,0
193666,4632,location,0,1,1
//-------------------------------------- experiment: 2 , 2000
211701,316,location,2,1,0
211221,6178,location,1,0,0
219776,4514,location,2,2,0
225419,3749,location,1,1,1
236498,3769,location,3,0,0
241412,4684,location,3,2,1
248168,5128,location,3,1,0
256578,2922,location,3,0,0
260326,3217,location,3,2,1
