//-------------------------------------- experiment: 0 , 4000
1363724,9520,location,3,2,1
1374210,1618,location,3,0,0
1377089,6768,location,3,0,0
1385246,1950,location,3,2,1
1387643,4031,location,3,0,0
1392471,2012,location,3,1,0
1388801,5923,location,3,2,1
1396549,3701,location,3,0,1
1406119,426,location,3,1,0
1402567,4507,location,3,0,1
1396883,11191,location,3,2,1
1410027,191,location,2,1,0
1408817,2304,location,3,1,1
1410964,2134,location,3,0,1
//-------------------------------------- experiment: 1 , 2000
1434102,10110,location,3,1,1
1444912,7501,location,3,2,1
1453327,6306,location,3,0,0
1461608,180,location,2,1,0
1460825,6630,location,3,2,1
1473246,3432,location,3,2,1
1468272,8423,location,3,0,0
1479759,6617,location,3,0,0
1480097,6317,location,3,2,1
//-------------------------------------- experiment: 2 , 6000
1508977,11339,location,3,2,1
1521032,10285,location,3,0,0
1534916,1963,location,3,2,1
1538009,10948,location,3,2,1
1550373,2686,location,3,0,0
1553444,2991,location,3,2,1
1557582,2440,location,3,1,0
1553704,6790,location,3,0,0
1560927,867,location,3,2,1
