//-------------------------------------- experiment: 0 , 2000
118775,1072,location,3,2,1
120624,2710,location,3,2,1
125300,4979,location,3,0,0
128074,2627,location,3,2,1
137011,212,location,2,1,0
144071,2514,location,3,1,1
150938,1356,location,3,0,1
155538,158,location,3,1,1
162672,936,location,3,1,1
//-------------------------------------- experiment: 1 , 4000
195357,9336,location,1,1,1
218103,5420,location,2,2,0
219999,6176,location,1,1,1
241698,3875,location,3,0,0
246189,764,location,3,2,1
247799,289,location,3,2,1
249036,834,location,3,2,1
//-------------------------------------- experiment: 2 , 8000
260080,714,location,3,0,0
262503,2969,location,3,0,0
265387,269,location,3,2,1
266473,7332,location,3,0,0
232993,43827,location,2,0,0
232993,43827,location,2,0,1
232950,44075,location,0,0,0
232950,44075,location,0,0,1
275735,2323,location,3,1,0
268640,9761,location,3,2,1
278210,207,location,0,0,0
278519,213,location,0,0,0
278210,522,location,0,0,1
278927,408,location,2,0,0
278927,408,location,2,0,1
278928,757,location,0,0,0
278928,757,location,0,0,1
279876,116,location,0,0,0
279877,115,location,0,0,1
280526,108,location,2,0,0
280526,108,location,2,0,1
280582,90,location,0,0,0
280465,207,location,0,0,1
280849,96,location,2,0,0
280849,96,location,2,0,1
281093,108,location,0,0,0
281093,108,location,0,0,1
281404,219,location,0,0,0
281308,315,location,0,0,1
278600,3023,location,3,0,0
281717,101,location,0,0,1
281049,938,location,2,0,0
281049,938,location,2,0,1
281919,108,location,0,0,0
281919,108,location,0,0,1
282498,470,location,0,0,0
282498,470,location,0,0,1
282381,736,location,2,0,0
282382,735,location,2,0,1
283287,112,location,0,0,0
283486,210,location,0,0,0
283287,409,location,0,0,1
283224,1134,location,2,0,0
283224,1134,location,2,0,1
283810,619,location,0,0,0
283810,619,location,0,0,1
284466,336,location,2,0,0
284466,336,location,2,0,1
285786,200,location,0,0,0
285786,200,location,0,0,1
285099,1143,location,2,0,0
285099,1143,location,2,0,1
286098,186,location,0,0,1
286752,215,location,2,0,0
286653,422,location,2,0,1
287728,101,location,0,0,1
288256,209,location,0,0,0
288145,320,location,0,0,1
288558,208,location,0,0,0
287278,1562,location,2,0,0
287278,1562,location,2,0,1
288558,435,location,0,0,1
289209,306,location,0,0,0
289209,306,location,0,0,1
289620,155,location,0,0,0
289620,155,location,0,0,1
289889,99,location,0,0,0
289889,216,location,0,0,1
288932,1518,location,2,0,0
290623,314,location,0,0,0
290623,314,location,0,0,1
291150,94,location,0,0,0
291150,94,location,0,0,1
291349,119,location,0,0,0
291349,119,location,0,0,1
290552,935,location,2,0,0
288933,2555,location,2,0,1
291612,409,location,2,0,0
291612,409,location,2,0,1
291981,116,location,0,0,0
291981,116,location,0,0,1
292479,223,location,0,0,0
292479,223,location,0,0,1
292807,727,location,0,0,0
292807,727,location,0,0,1
293738,214,location,0,0,0
293643,309,location,0,0,1
292437,1569,location,2,0,0
292329,1677,location,2,0,1
294720,112,location,2,0,1
295397,108,location,0,0,1
295307,216,location,2,0,0
295307,216,location,2,0,1
296024,148,location,0,0,0
296024,148,location,0,0,1
295924,325,location,2,0,0
295835,641,location,2,0,1
296379,97,location,0,0,1
296873,118,location,2,0,0
296949,100,location,0,0,0
296874,221,location,2,0,1
296949,198,location,0,0,1
297359,131,location,0,0,0
297572,306,location,0,0,0
297359,634,location,0,0,1
297598,528,location,2,0,0
297598,529,location,2,0,1
298507,99,location,0,0,0
298720,198,location,0,0,0
298302,719,location,0,0,1
298337,744,location,2,0,0
298337,744,location,2,0,1
299340,199,location,0,0,0
299340,199,location,0,0,1
299271,423,location,2,0,0
299272,422,location,2,0,1
299864,922,location,0,0,0
299893,943,location,2,0,0
299792,1044,location,2,0,1
299644,1260,location,0,0,1
301106,366,location,0,0,0
301040,831,location,2,0,0
301570,849,location,0,0,0
301976,515,location,2,0,0
301040,1451,location,2,0,1
302588,111,location,2,0,0
302588,111,location,2,0,1
302803,227,location,2,0,0
302803,227,location,2,0,1
302607,423,location,0,0,0
303114,209,location,2,0,0
303137,201,location,0,0,0
301106,2232,location,0,0,1
303114,319,location,2,0,1
304025,109,location,0,0,0
304050,105,location,2,0,0
304050,105,location,2,0,1
304271,86,location,2,0,1
304235,317,location,0,0,0
304574,314,location,2,0,0
305003,608,location,2,0,0
304471,1141,location,2,0,1
304658,1978,location,0,0,0
306724,111,location,0,0,0
304025,2811,location,0,0,1
305929,954,location,2,0,0
305929,954,location,2,0,1
307459,92,location,2,0,0
307460,91,location,2,0,1
307483,89,location,0,0,0
307679,95,location,2,0,0
307679,95,location,2,0,1
307679,95,location,0,0,0
307995,93,location,2,0,0
307995,409,location,0,0,0
308521,89,location,0,0,0
307248,1362,location,0,0,1
308311,299,location,2,0,0
308710,101,location,0,0,1
308710,101,location,2,0,0
308908,108,location,0,0,0
308929,107,location,2,0,0
307885,1151,location,2,0,1
309239,471,location,0,0,0
308909,801,location,0,0,1
309346,519,location,2,0,0
309239,732,location,2,0,1
310190,81,location,2,0,0
310190,82,location,2,0,1
309922,419,location,0,0,0
309922,419,location,0,0,1
310436,429,location,2,0,0
310436,429,location,2,0,1
310968,836,location,2,0,0
310968,836,location,2,0,1
311897,100,location,2,0,0
311897,100,location,2,0,1
310436,1664,location,0,0,0
312213,1346,location,2,0,0
313664,1249,location,2,0,0
312213,2701,location,2,0,1
312213,3343,location,0,0,0
315051,505,location,2,0,0
315051,505,location,2,0,1
310436,5221,location,0,0,1
315871,368,location,2,0,0
315871,368,location,2,0,1
316346,608,location,2,0,0
